1,121.19497,24.94609,1,100,1,20
2,121.26455,25.01156,1,100,1,53
3,121.39948,25.05643,1,100,1,138
4,121.53712,25.07309,1,100,1,269
5,121.25915,25.00776,1,100,1,232
6,121.61606,25.06598,1,100,1,83
7,121.68034,25.08590,1,100,1,77
8,121.72523,25.10759,1,100,1,53
9,121.72519,25.10791,1,100,1,207
10,121.62540,25.06676,1,100,1,264
11,121.47186,25.07544,1,100,1,284
12,120.78777,24.46129,1,100,1,30
13,120.96909,24.73640,1,100,1,220
14,120.85302,24.57123,1,100,1,203
15,120.40425,22.77004,1,100,1,251
16,120.38674,22.76029,1,100,1,80
17,121.46572,24.97763,1,100,1,75
18,120.74645,24.37082,1,100,1,211
19,120.63336,24.30268,1,100,1,298
20,121.08237,24.88476,1,100,1,266
21,121.04559,24.87672,1,100,1,94
22,120.88901,23.98134,1,100,1,282
23,120.98507,23.98351,1,100,1,113
24,120.80193,23.99739,1,100,1,232
25,121.21736,25.04946,1,100,1,335
26,121.21850,25.04675,1,100,1,156
27,121.60138,25.06393,1,100,1,89
28,120.86041,24.59218,1,100,1,190
29,121.45723,24.97519,1,100,1,252
30,121.60132,25.06430,1,100,1,264
31,121.46660,25.07597,1,100,1,279
32,121.19345,24.94085,1,100,1,38
33,121.28306,24.99652,1,100,1,184
34,120.45015,23.67508,1,100,1,318
35,120.44993,23.67508,1,100,1,132
36,120.30082,23.68504,1,100,1,270
37,120.30071,23.68490,1,100,1,113
38,121.21688,24.97059,1,100,1,230
39,121.38919,25.06528,1,100,1,82
40,121.33261,25.06074,1,100,1,242
41,121.25142,25.02840,1,100,1,280
42,121.32427,24.96184,1,100,1,153
43,120.77922,23.98609,1,100,1,55
44,120.94304,24.72663,1,100,1,77
45,120.32911,22.67244,1,100,1,176
46,120.50553,23.57047,1,110,1,200
47,121.30424,24.92436,1,110,1,50
48,121.25556,24.88111,1,110,1,226
49,121.15017,24.80728,1,110,1,274
50,120.67833,24.45324,1,110,1,185
51,120.60204,24.29222,1,110,1,14
52,120.62907,23.77481,1,110,1,276
53,120.33804,22.97082,1,110,1,107
54,120.38573,22.84485,1,110,1,306
55,120.35553,23.20091,1,110,1,2
56,120.59871,23.69281,1,110,1,40
57,120.44643,22.76715,1,110,1,114
58,120.47715,22.75731,1,110,1,278
59,120.92260,24.74250,1,110,1,53
60,120.67304,24.21415,1,110,1,230
61,120.25211,23.07923,1,110,1,174
62,120.33372,22.75460,1,110,1,352
63,120.48501,23.83012,1,110,1,358
64,120.40517,23.52571,1,110,1,202
65,120.35532,23.39551,1,110,1,178
66,120.26912,23.27649,1,110,1,40
67,120.33360,22.75455,1,110,1,159
68,120.27247,22.89228,1,110,1,332
69,120.24853,23.00824,1,110,1,4
70,120.24978,23.02272,1,110,1,176
71,120.59360,24.23539,1,110,1,24
72,120.85742,24.69585,1,110,1,47
73,120.62814,24.33030,1,110,1,239
74,120.40370,23.51418,1,110,1,19
75,120.42708,23.57845,1,110,1,29
76,120.43375,23.59503,1,110,1,193
77,120.30514,23.33208,1,110,1,220
78,120.23098,23.16119,1,110,1,193
79,120.23625,23.13406,1,110,1,335
80,120.23652,23.20153,1,110,1,1
81,120.35483,23.38472,1,110,1,16
82,120.26544,23.27219,1,110,1,220
83,120.47601,23.71061,1,110,1,179
84,120.77812,24.59069,1,110,1,59
85,120.72055,24.51479,1,110,1,212
86,120.56089,24.19076,1,110,1,258
87,120.85385,24.69256,1,110,1,227
88,120.59741,24.11324,1,110,1,286
89,120.63990,24.07037,1,110,1,292
90,120.32928,23.08296,1,110,1,2
91,120.28608,22.86454,1,110,1,158
92,120.26190,22.91478,1,110,1,336
93,120.23645,23.20152,1,110,1,184
94,120.68805,23.77750,1,110,1,97
95,120.65029,23.99814,1,110,1,348
96,120.59057,24.22890,1,110,1,208
97,120.66919,24.21161,1,110,1,65
98,120.89396,24.71520,1,110,1,221
99,120.52377,24.04935,1,110,1,180
100,120.54809,24.17752,1,110,1,50
101,120.48417,23.84455,1,110,1,188
102,120.69318,24.27358,1,110,1,187
103,120.92556,24.74622,1,110,1,224
104,120.52557,22.50219,1,110,1,340
105,120.52546,22.50217,1,110,1,175
106,120.40464,23.29696,1,110,1,46
107,120.70448,23.86823,1,110,1,18
108,120.44432,23.64299,1,110,1,18
109,120.71308,24.50725,1,110,1,228
110,120.44306,23.63964,1,110,1,200
111,120.37263,22.85940,1,110,1,133
112,120.24889,23.24042,1,110,1,209
113,121.61212,25.05403,1,30,1,83
114,120.28772,23.10144,1,30,1,350
115,121.35324,24.74696,1,30,1,250
116,121.61339,25.05424,1,30,1,267
117,121.15571,24.04570,1,30,1,347
118,121.15559,24.04558,1,30,1,205
119,121.54023,25.04441,1,40,1,93
120,121.40425,24.93359,1,40,1,290
121,121.41114,24.92977,1,40,1,129
122,121.47356,24.94188,1,40,1,54
123,121.44123,24.92624,1,40,1,93
124,121.45471,24.93218,1,40,1,244
125,120.54136,23.70915,1,40,1,32
126,120.21146,22.99671,1,40,1,57
127,120.20898,23.00139,1,40,1,211
128,120.21072,22.99731,1,40,1,102
129,121.47571,25.02386,1,40,1,235
130,120.33248,22.56167,1,40,1,319
131,121.11175,24.92446,1,40,1,108
